ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P2;11/09/2022;Macapá;AP;B
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Mucajaí;RR;B
P2;11/09/2022;Aurora do Pará;PA;A
P2;11/09/2022;Alto Alegre;RR;B
P2;11/09/2022;Forquilha;CE;A
P2;11/09/2022;Parnarama;MA;A
P2;11/09/2022;Limoeiro de Anadia;AL;A
P2;11/09/2022;Videira;SC;B
P2;11/09/2022;São Vicente Férrer;PE;B
P2;11/09/2022;Porto da Folha;SE;A
P2;11/09/2022;Quebrangulo;AL;A
P2;11/09/2022;Laranjal do Jari;AP;A
P2;11/09/2022;Piancó;PB;A
P2;11/09/2022;Humaitá;AM;A
P2;11/09/2022;Limoeiro de Anadia;AL;B
P2;11/09/2022;Candeias;BA;A
P2;11/09/2022;Almeirim;PA;B
P2;11/09/2022;Rorainópolis;RR;B
P2;11/09/2022;Maceió;AL;A
P2;11/09/2022;Itajaí;SC;B
P2;11/09/2022;Braço do Trombudo;SC;B
P2;11/09/2022;Mossoró;RN;A
P2;11/09/2022;São Paulo;SP;A
P2;11/09/2022;Brasília;DF;A
P2;11/09/2022;Jaraguari;MS;B
P2;11/09/2022;Vilhena;RO;B
P2;11/09/2022;Machadinho D'Oeste;RO;B
P2;11/09/2022;Bela Vista;MS;B
P2;11/09/2022;Ilha de Itamaracá;PE;B
P2;11/09/2022;Macapá;AP;A
P2;11/09/2022;Alto Alegre;RR;A
P2;11/09/2022;Piraquê;TO;A
P2;11/09/2022;Mossoró;RN;B
P2;11/09/2022;#N/D;#N/D;#N/D
P2;11/09/2022;Rio das Ostras;RJ;B
P2;11/09/2022;Talismã;TO;B
P2;11/09/2022;Ecoporanga;ES;B
P2;11/09/2022;Itarana;ES;A
P2;11/09/2022;Caracaraí;RR;B
P2;11/09/2022;São Paulo;SP;B
P2;11/09/2022;Senador Guiomard;AC;A
P2;11/09/2022;Goiânia;GO;B
P2;11/09/2022;Timon;MA;A
P2;11/09/2022;Ananás;TO;A
P2;11/09/2022;Carolina;MA;A
P2;11/09/2022;Itaboraí;RJ;B
P2;11/09/2022;Biguaçu;SC;B
P2;11/09/2022;Guarapari;ES;A
P2;11/09/2022;Salvador;BA;A
P2;11/09/2022;Marapanim;PA;B
P2;11/09/2022;Porto Walter;AC;B
P2;11/09/2022;Vila Valério;ES;A
P2;11/09/2022;Tobias Barreto;SE;B
P2;11/09/2022;Lagoa do Mato;MA;B
P2;11/09/2022;Buíque;PE;A
P2;11/09/2022;Macaíba;RN;B
P2;11/09/2022;Itaipava do Grajaú;MA;B
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Talismã;TO;A
P2;11/09/2022;Japaratuba;SE;B
P2;11/09/2022;Condado;PB;A
P2;11/09/2022;Barra de São Miguel;AL;A
P2;11/09/2022;Miraíma;CE;A
P2;11/09/2022;Várzea Grande;MT;A
P2;11/09/2022;Ingazeira;PE;A
P2;11/09/2022;Cunhataí;SC;A
P2;11/09/2022;Salvador;BA;A
P2;11/09/2022;Forquilha;CE;B
P2;11/09/2022;Óleo;SP;B
P2;11/09/2022;Cachoeiro de Itapemirim;ES;B
P2;11/09/2022;Jutaí;AM;A
P2;11/09/2022;Maravilha;AL;B
P2;11/09/2022;Dueré;TO;A
P2;11/09/2022;Baldim;MG;A
P2;11/09/2022;Quixaba;PE;A
P2;11/09/2022;Duas Barras;RJ;A
P2;11/09/2022;Rondonópolis;MT;B
P2;11/09/2022;Floriano;PI;A
P2;11/09/2022;Tartarugalzinho;AP;A
P2;11/09/2022;Ipaumirim;CE;A
P2;11/09/2022;Montes Claros;MG;B
P2;11/09/2022;Sete Quedas;MS;B
P2;11/09/2022;Sapé;PB;A
P2;11/09/2022;Nova Bandeirantes;MT;A
P2;11/09/2022;Parnarama;MA;B
P2;11/09/2022;Porto Walter;AC;B
P2;11/09/2022;Elesbão Veloso;PI;A
P2;11/09/2022;Barreiras do Piauí;PI;B
P2;11/09/2022;Parobé;RS;B
P2;11/09/2022;Anicuns;GO;B
P2;11/09/2022;Sooretama;ES;B
P2;11/09/2022;Manaquiri;AM;A
P2;11/09/2022;Barra dos Coqueiros;SE;B
P2;11/09/2022;Deodápolis;MS;A
P2;11/09/2022;Barra Bonita;SC;A
P2;11/09/2022;Belém;PA;B
P2;11/09/2022;São Cristóvão;SE;B
P2;11/09/2022;São Luís;MA;A
P2;11/09/2022;Macapá;AP;A
P2;11/09/2022;Maracaju;MS;B
P2;11/09/2022;Caroebe;RR;B
P2;11/09/2022;Pimenta Bueno;RO;A
P2;11/09/2022;Palhoça;SC;A
P2;11/09/2022;Boa Vista;RR;B
P2;11/09/2022;Porto Velho;RO;B
P2;11/09/2022;Martinópolis;SP;B
P2;11/09/2022;Ramilândia;PR;A
P2;11/09/2022;Natal;RN;A
P2;11/09/2022;Aquidabã;SE;B
P2;11/09/2022;Porto Velho;RO;A
P2;11/09/2022;Pirapemas;MA;A
P2;11/09/2022;Guaçuí;ES;A
P2;11/09/2022;Biguaçu;SC;B
P2;11/09/2022;Jequié;BA;A
P2;11/09/2022;Passo Fundo;RS;B
P2;11/09/2022;Maracanaú;CE;A
P2;11/09/2022;Campo Alegre;AL;A
P2;11/09/2022;Santarém;PA;A
P2;11/09/2022;Areia Branca;SE;A
P2;11/09/2022;Beneditinos;PI;A
P2;11/09/2022;Maragogi;AL;B
P2;11/09/2022;São Benedito do Sul;PE;B
P2;11/09/2022;Balneário Barra do Sul;SC;B
P2;11/09/2022;Arame;MA;B
P2;11/09/2022;Nossa Senhora do Socorro;SE;B
P2;11/09/2022;Laranjal do Jari;AP;B
P2;11/09/2022;Rio de Janeiro;RJ;A
P2;11/09/2022;Belém;PA;A
P2;11/09/2022;Alto Alegre;RR;B
P2;11/09/2022;Umuarama;PR;A
P2;11/09/2022;Jiquiriçá;BA;A
P2;11/09/2022;Nilo Peçanha;BA;B
P2;11/09/2022;São Lourenço da Mata;PE;A
P2;11/09/2022;Atílio Vivácqua;ES;A
P2;11/09/2022;Macapá;AP;A
P2;11/09/2022;Santa Fé de Goiás;GO;A
P2;11/09/2022;Alto Alegre;RR;A
P2;11/09/2022;Laranjal do Jari;AP;A
P2;11/09/2022;Rio Branco;AC;A
P2;11/09/2022;Ivolândia;GO;B
P2;11/09/2022;Ipiranga do Norte;MT;B
P2;11/09/2022;Moreira Sales;PR;B
P2;11/09/2022;Água Azul do Norte;PA;B
P2;11/09/2022;São Paulo;SP;A
P2;11/09/2022;São Gabriel do Oeste;MS;A
P2;11/09/2022;Barcarena;PA;B
P2;11/09/2022;Joinville;SC;B
P2;11/09/2022;Coari;AM;B
P2;11/09/2022;Lagoa da Confusão;TO;A
P2;11/09/2022;Natal;RN;B
P2;11/09/2022;Goiânia;GO;B
P2;11/09/2022;Santa Rosa do Purus;AC;B
P2;11/09/2022;Nazaré do Piauí;PI;B
P2;11/09/2022;Anicuns;GO;B
P2;11/09/2022;São José dos Basílios;MA;A
P2;11/09/2022;Boa Vista;RR;B
P2;11/09/2022;João Pessoa;PB;A
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Orizânia;MG;A
P2;11/09/2022;Tangará da Serra;MT;B
P2;11/09/2022;Alto Alegre;RR;B
P2;11/09/2022;Gado Bravo;PB;B
P2;11/09/2022;Joinville;SC;B
P2;11/09/2022;Barcarena;PA;B
P2;11/09/2022;Mossoró;RN;B
P2;11/09/2022;Juiz de Fora;MG;A
P2;11/09/2022;Igarapé-Miri;PA;A
P2;11/09/2022;Manaquiri;AM;A
P2;11/09/2022;Bonfim;RR;B
P2;11/09/2022;Niquelândia;GO;A
P2;11/09/2022;Limoeiro de Anadia;AL;A
P2;11/09/2022;Porto Velho;RO;B
P2;11/09/2022;Porto Walter;AC;B
P2;11/09/2022;Brejetuba;ES;B
P2;11/09/2022;Porto;PI;A
P2;11/09/2022;Cariacica;ES;A
P2;11/09/2022;Tomé-Açu;PA;A
P2;11/09/2022;Lençóis Paulista;SP;A
P2;11/09/2022;Boa Vista;RR;B
P2;11/09/2022;Apodi;RN;A
P2;11/09/2022;Ipojuca;PE;B
P2;11/09/2022;Laguna;SC;B
P2;11/09/2022;Laranjal do Jari;AP;B
P2;11/09/2022;Guabiruba;SC;A
P2;11/09/2022;Quixaba;PE;A
P2;11/09/2022;Flor do Sertão;SC;B
P2;11/09/2022;Serra;ES;A
P2;11/09/2022;Maria Helena;PR;B
P2;11/09/2022;Anajás;PA;A
P2;11/09/2022;Laranjal do Jari;AP;B
P2;11/09/2022;Laranjal do Jari;AP;B
P2;11/09/2022;Aracaju;SE;A
P2;11/09/2022;Macapá;AP;A
P2;11/09/2022;Brasilândia;MS;B
P2;11/09/2022;Tangará da Serra;MT;B
P2;11/09/2022;Porto Velho;RO;A
P2;11/09/2022;Porto Velho;RO;B
P2;11/09/2022;Belo Horizonte;MG;A
P2;11/09/2022;Pedro Avelino;RN;A
P2;11/09/2022;São Domingos do Norte;ES;A
P2;11/09/2022;Belmiro Braga;MG;A
P2;11/09/2022;Castelo;ES;B
P2;11/09/2022;Areia de Baraúnas;PB;B
P2;11/09/2022;Ribeirão Pires;SP;A
P2;11/09/2022;Cotia;SP;B
P2;11/09/2022;Boa Vista;RR;B
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Presidente Dutra;MA;B
P2;11/09/2022;Igarassu;PE;A
P2;11/09/2022;Porto Walter;AC;B
P2;11/09/2022;Ingazeira;PE;A
P2;11/09/2022;Cambuí;MG;A
P2;11/09/2022;Itaituba;PA;A
P2;11/09/2022;São Miguel Arcanjo;SP;B
P2;11/09/2022;Senador Guiomard;AC;B
P2;11/09/2022;Camboriú;SC;A
P2;11/09/2022;Irauçuba;CE;A
P2;11/09/2022;São Gabriel;BA;A
P2;11/09/2022;Biguaçu;SC;B
P2;11/09/2022;Lobato;PR;B
P2;11/09/2022;Humaitá;AM;A
P2;11/09/2022;Palmeira do Piauí;PI;B
P2;11/09/2022;Rochedo de Minas;MG;A
P2;11/09/2022;Rio do Sul;SC;B
P2;11/09/2022;Belém;AL;A
P2;11/09/2022;Sento Sé;BA;A
P2;11/09/2022;Palmas;TO;B
P2;11/09/2022;Santa Fé;PR;B
P2;11/09/2022;Brasília;DF;A
P2;11/09/2022;Goiatins;TO;B
P2;11/09/2022;Marizópolis;PB;B
P2;11/09/2022;Humberto de Campos;MA;A
P2;11/09/2022;Viçosa do Ceará;CE;A
P2;11/09/2022;Rio Verde;GO;B
P2;11/09/2022;Brasília;DF;A
P2;11/09/2022;Trindade;GO;B
P2;11/09/2022;Juquiá;SP;A
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Rio Branco;AC;B
P2;11/09/2022;Boa Vista;RR;A
P2;11/09/2022;Campo Grande;MS;B
P2;11/09/2022;São José dos Basílios;MA;A
P2;11/09/2022;Coração de Maria;BA;A
P2;11/09/2022;Neópolis;SE;B
P2;11/09/2022;Capinzal do Norte;MA;A
P2;11/09/2022;Cachoeiro de Itapemirim;ES;B
P2;11/09/2022;Macapá;AP;B
P2;11/09/2022;Campo Limpo Paulista;SP;B
P2;11/09/2022;Jaru;RO;B
P2;11/09/2022;Maraã;AM;B
P2;11/09/2022;Belo Horizonte;MG;A
P2;11/09/2022;Talismã;TO;B
P2;11/09/2022;Doutor Severiano;RN;A
P2;11/09/2022;Ariquemes;RO;A
P2;11/09/2022;Minador do Negrão;AL;B
P2;11/09/2022;Patis;MG;B
P2;11/09/2022;São José dos Basílios;MA;A
P2;11/09/2022;Amambai;MS;B
P2;11/09/2022;Alto Alegre;RR;B
P2;11/09/2022;Canto do Buriti;PI;A
P2;11/09/2022;Igarapé Grande;MA;B
P2;11/09/2022;Palmas;TO;B
P2;11/09/2022;Araputanga;MT;B
P2;11/09/2022;Nova Mamoré;RO;A
P2;11/09/2022;Batatais;SP;A
P2;11/09/2022;Talismã;TO;A
P2;11/09/2022;Itaguaru;GO;A
P2;11/09/2022;Rio das Ostras;RJ;B
P2;11/09/2022;São Mateus do Maranhão;MA;A
P2;11/09/2022;Capanema;PA;A
P2;11/09/2022;Rio de Janeiro;RJ;A
P2;11/09/2022;Barra do Garças;MT;B
P2;11/09/2022;Camapuã;MS;B
P2;11/09/2022;Nossa Senhora do Socorro;SE;B
P2;11/09/2022;São José da Vitória;BA;A
P2;11/09/2022;Guabiju;RS;B
P2;11/09/2022;Cachoeiro de Itapemirim;ES;B
P2;11/09/2022;Maracanaú;CE;A
P2;11/09/2022;Wall Ferraz;PI;A
P2;11/09/2022;Mossoró;RN;A
P2;11/09/2022;Mâncio Lima;AC;B
P2;11/09/2022;Itapipoca;CE;A
P2;11/09/2022;Vereda;BA;A
P2;11/09/2022;Boquim;SE;B
P2;11/09/2022;Denise;MT;A
P2;11/09/2022;Limoeiro do Norte;CE;A
P2;11/09/2022;Brejo Alegre;SP;B
P2;11/09/2022;Luís Correia;PI;A
P2;11/09/2022;São Caetano do Sul;SP;B
P2;11/09/2022;Itaporã;MS;B
P2;11/09/2022;Catu;BA;A
P2;11/09/2022;Picos;PI;A
P2;11/09/2022;Manaus;AM;B
P2;11/09/2022;Guarapari;ES;B
P2;11/09/2022;Senador José Porfírio;PA;A
P2;11/09/2022;José de Freitas;PI;A
P2;11/09/2022;Assis Brasil;AC;B
P2;11/09/2022;Guajará;AM;A
P2;11/09/2022;Bom Jesus do Tocantins;PA;B
P2;11/09/2022;Sebastião Laranjeiras;BA;B
P2;11/09/2022;Painel;SC;B
P2;11/09/2022;Joselândia;MA;B
P2;11/09/2022;Camalaú;PB;A
P2;11/09/2022;Satuba;AL;B
P2;11/09/2022;Manaquiri;AM;A
P2;11/09/2022;Palmas;TO;B
P2;11/09/2022;Tapiramutá;BA;A
P2;11/09/2022;Manaus;AM;A
P2;11/09/2022;Laranjal do Jari;AP;A
P2;11/09/2022;Camapuã;MS;B
P2;11/09/2022;Governador Lindenberg;ES;A
P2;11/09/2022;Ivaiporã;PR;A
P2;11/09/2022;Santa Terezinha;BA;B
P2;11/09/2022;Presidente Médici;MA;A
P2;11/09/2022;Tomar do Geru;SE;A
P2;11/09/2022;Senador Pompeu;CE;A
P2;11/09/2022;Rondolândia;MT;B
P2;11/09/2022;Forquilha;CE;A
P2;11/09/2022;Macapá;AP;B
P2;11/09/2022;Itaoca;SP;B
P2;11/09/2022;Pouso Redondo;SC;B
P2;11/09/2022;Muqui;ES;A
P2;11/09/2022;Santana;AP;A
P2;11/09/2022;Apuiarés;CE;A
P2;11/09/2022;Palmas;TO;A
P2;11/09/2022;Jaguarão;RS;B
P2;11/09/2022;Independência;CE;A
P2;11/09/2022;Cruzeiro do Sul;AC;A
P2;11/09/2022;Conquista;MG;B
P2;11/09/2022;Maceió;AL;A
P2;11/09/2022;Cachoeiro de Itapemirim;ES;A
P2;11/09/2022;Brejinho de Nazaré;TO;A
P2;11/09/2022;Pilões;RN;A
P2;11/09/2022;Sonora;MS;B
P2;11/09/2022;Bananeiras;PB;A
P2;11/09/2022;Tanhaçu;BA;A
P2;11/09/2022;Crateús;CE;A
P2;11/09/2022;Camalaú;PB;B
P2;11/09/2022;Afogados da Ingazeira;PE;B
P2;11/09/2022;Salvador;BA;B
P2;11/09/2022;Passo do Sobrado;RS;A
P2;11/09/2022;Trajano de Moraes;RJ;B
P2;11/09/2022;Acauã;PI;A
P2;11/09/2022;Nova Friburgo;RJ;A
P2;11/09/2022;Tanque do Piauí;PI;A
P2;11/09/2022;Gouveia;MG;B
P2;11/09/2022;Iracema;RR;B
P2;11/09/2022;Forquilhinha;SC;B
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Corrente;PI;A
P2;11/09/2022;Aquidabã;SE;B
P2;11/09/2022;Vila Valério;ES;A
P2;11/09/2022;Itapecuru Mirim;MA;B
P2;11/09/2022;São Benedito do Sul;PE;A
P2;11/09/2022;Campo Grande;MS;B
P2;11/09/2022;Batalha;AL;B
P2;11/09/2022;Vargem Alta;ES;A
P2;11/09/2022;Cametá;PA;B
P2;11/09/2022;Serra do Navio;AP;A
P2;11/09/2022;Planalto da Serra;MT;A
P2;11/09/2022;Joaçaba;SC;B
P2;11/09/2022;Aquidabã;SE;A
P2;11/09/2022;Aquidabã;SE;A
P2;11/09/2022;Araguaçu;TO;A
P2;11/09/2022;Maringá;PR;B
P2;11/09/2022;Maracaju;MS;A
P2;11/09/2022;Goiânia;GO;B
P2;11/09/2022;Joaquim Gomes;AL;A
P2;11/09/2022;Belém;PA;A
P2;11/09/2022;Araguaçu;TO;A
P2;11/09/2022;Barreiras do Piauí;PI;A
P2;11/09/2022;Comendador Levy Gasparian;RJ;A
P2;11/09/2022;Passagem;PB;A
P2;11/09/2022;Dois Irmãos;RS;B
P2;11/09/2022;Porto Murtinho;MS;B
P2;11/09/2022;Marabá;PA;A
P2;11/09/2022;Porto Velho;RO;B
P2;11/09/2022;Petrolândia;PE;A
P2;11/09/2022;José Bonifácio;SP;A
P2;11/09/2022;#N/D;#N/D;#N/D
P2;11/09/2022;Muquém do São Francisco;BA;A
P2;11/09/2022;Nova Mutum;MT;A
P2;11/09/2022;Tanque do Piauí;PI;A
P2;11/09/2022;Cruz do Espírito Santo;PB;A
P2;11/09/2022;Douradina;MS;B
P2;11/09/2022;Macapá;AP;B
P2;11/09/2022;Mandaguari;PR;B
P2;11/09/2022;Mirangaba;BA;B
P2;11/09/2022;Novo Progresso;PA;B
P2;11/09/2022;Indiaroba;SE;A
P2;11/09/2022;Pimenta Bueno;RO;A
P2;11/09/2022;Planalto;PR;B
P2;11/09/2022;Alta Floresta D'Oeste;RO;A
P2;11/09/2022;Juazeiro do Norte;CE;A
P2;11/09/2022;Figueirão;MS;B
P2;11/09/2022;Natal;RN;B
P2;11/09/2022;Igarassu;PE;A
P2;11/09/2022;Iranduba;AM;B
P2;11/09/2022;Manaus;AM;A
P2;11/09/2022;Limoeiro de Anadia;AL;A
P2;11/09/2022;Betim;MG;B
P2;11/09/2022;Brasília;DF;A
P2;11/09/2022;Itaberaba;BA;A
P2;11/09/2022;Jaraguá do Sul;SC;B
P2;11/09/2022;Aracaju;SE;B
P2;11/09/2022;Araguanã;MA;A
P2;11/09/2022;São José do Rio Preto;SP;B
P2;11/09/2022;Quebrangulo;AL;A
P2;11/09/2022;Brasília;DF;A
P2;11/09/2022;Rondonópolis;MT;B
P2;11/09/2022;Maceió;AL;B
P2;11/09/2022;Juatuba;MG;B
P2;11/09/2022;Laranjal do Jari;AP;B
P2;11/09/2022;Pracuúba;AP;A
P2;11/09/2022;São José dos Basílios;MA;A
P2;11/09/2022;Brasília;DF;B
P2;11/09/2022;Blumenau;SC;B
P2;11/09/2022;São Luís;MA;A
P2;11/09/2022;Novo Cabrais;RS;B
P2;11/09/2022;Vale de São Domingos;MT;A
P2;11/09/2022;Jericó;PB;A
P2;11/09/2022;Campo Verde;MT;A
P2;11/09/2022;Cantá;RR;B
P2;11/09/2022;Bataguassu;MS;B
P2;11/09/2022;Sarzedo;MG;A
P2;11/09/2022;Petrolina;PE;A
P2;11/09/2022;Taquaritinga do Norte;PE;B
P2;11/09/2022;Maranguape;CE;A
P2;11/09/2022;Vila Valério;ES;B
P2;11/09/2022;Campo Grande;MS;B
P2;11/09/2022;Livramento de Nossa Senhora;BA;B
P2;11/09/2022;Natal;RN;A
P2;11/09/2022;Luzilândia;PI;A
P2;11/09/2022;Imperatriz;MA;A
P2;11/09/2022;Boa Vista;RR;B
P2;11/09/2022;São João da Serra;PI;A
P2;11/09/2022;Guajará-Mirim;RO;A
P2;11/09/2022;Simões;PI;A
P2;11/09/2022;Ribeirópolis;SE;B
P2;11/09/2022;Juazeiro;BA;B
P2;11/09/2022;Arcoverde;PE;A
P2;11/09/2022;Talismã;TO;B
P2;11/09/2022;Barra do Rocha;BA;A
P2;11/09/2022;Santo Antônio de Jesus;BA;A
P2;11/09/2022;Aracati;CE;B
P2;11/09/2022;Rio Verde;GO;B
P2;11/09/2022;Trindade;GO;B
P2;11/09/2022;Santana;AP;B
P2;11/09/2022;Foz do Jordão;PR;B
P2;11/09/2022;Anadia;AL;A
P2;11/09/2022;Porto Velho;RO;B
P2;11/09/2022;Casa Nova;BA;A
P2;11/09/2022;Ji-Paraná;RO;B
P2;11/09/2022;Alvorada;RS;B
P2;11/09/2022;Nossa Senhora de Lourdes;SE;A
P2;11/09/2022;Porto Walter;AC;B
P2;11/09/2022;Londrina;PR;B
P2;11/09/2022;Cascavel;PR;B
P2;11/09/2022;Manaquiri;AM;B
P2;11/09/2022;Murici;AL;B
P2;11/09/2022;Boa Vista;RR;A
P2;11/09/2022;Consolação;MG;A
P2;11/09/2022;Buriti dos Lopes;PI;A
P2;11/09/2022;Fortaleza;CE;A
P2;11/09/2022;Mossoró;RN;B
P2;11/09/2022;Vera Cruz;SP;A
P2;11/09/2022;Paulo Jacinto;AL;B
P2;11/09/2022;Nova Russas;CE;A
P2;11/09/2022;Tenente Laurentino Cruz;RN;A
P2;11/09/2022;Rondolândia;MT;A
P2;11/09/2022;Amorinópolis;GO;B
P2;11/09/2022;Forquilha;CE;A
P2;11/09/2022;Campina Grande;PB;A
P2;11/09/2022;Monte Horebe;PB;B
P2;11/09/2022;Camapuã;MS;B
P2;11/09/2022;João Alfredo;PE;A
P2;11/09/2022;Castanheiras;RO;B
P2;11/09/2022;Boa Vista;RR;B
P2;11/09/2022;Conceição da Barra;ES;B
P2;11/09/2022;Guarujá;SP;B
P2;11/09/2022;Posse;GO;B
P2;11/09/2022;Capanema;PA;A
P2;11/09/2022;Anadia;AL;B
P2;11/09/2022;Araguatins;TO;A
P2;11/09/2022;Jacaraci;BA;A
P2;11/09/2022;Lucas do Rio Verde;MT;B
P2;11/09/2022;Jaboatão dos Guararapes;PE;A
P2;11/09/2022;Rio Verde;GO;A
P2;11/09/2022;Paiçandu;PR;A
P2;11/09/2022;Alto Alegre;RR;B
P2;11/09/2022;Dourados;MS;A
P2;11/09/2022;Canguçu;RS;A
P2;11/09/2022;Maceió;AL;A
P2;11/09/2022;Vila Velha;ES;B
P2;11/09/2022;Rio dos Índios;RS;A
P2;11/09/2022;São José dos Basílios;MA;B
P2;11/09/2022;Alto Longá;PI;A
P2;11/09/2022;Macapá;AP;A
P2;11/09/2022;Quebrangulo;AL;B
